("bolas",5.840188791738966)
("value",5.83878775728691)
("spiel",5.8386584981894885)
("inset",5.838617077231474)
("rouge",5.838073059951987)
("deist",5.838061367398748)
("lease",5.837629157103069)
("eruct",5.837035057275809)
("cheat",5.836825099458439)
("miler",5.8361344380846045)
("eared",5.834836372235207)
("heron",5.834478535542132)
("frame",5.834076683992184)
("meany",5.831526777084749)
("aspen",5.830735868139022)
("penis",5.830498015028754)
("loden",5.829862015049598)
("matey",5.829627186319922)
("stain",5.829513177361276)
("olden",5.82813672524243)
("naive",5.827904037664734)
("dinar",5.82759765526916)
("stern",5.827522295106863)
("polar",5.827100982432469)
("slide",5.82682721746875)
("carve",5.826530587238693)
("senna",5.82646749591415)
("stria",5.826376710556951)
("pecan",5.826104937979612)
("diner",5.824894137069542)
("tabor",5.824240985812074)
("price",5.823962789507944)
("buret",5.823814357402089)
("weary",5.823303510413653)
("spelt",5.822918227085777)
("tiger",5.822168156801025)
("gripe",5.821611115160427)
("shade",5.820185129825079)
("stake",5.819000316769517)
("moral",5.81738953897341)
("auger",5.816996392650704)
("refit",5.816369404842297)
("aegis",5.815819320802381)
("comer",5.814828489973816)
("snail",5.814749745962801)
("shape",5.814686957652264)
("Korea",5.813747625930951)
("hoard",5.813153291042161)
("armed",5.812725996438455)
("velar",5.812711061356913)
("maple",5.8107877093295395)
("leafy",5.809571977820964)
("fairy",5.8085624789852925)
("hotel",5.807510640898018)
("purse",5.806653316479884)
("force",5.805245101401207)
("radon",5.803306798738199)
("Hearn",5.803234918063828)
("yeast",5.801801888390867)
("anode",5.80163678069575)
("Zaire",5.801141312808768)
("brine",5.800407895235477)
("dream",5.799991680915136)
("nadir",5.7997971863600135)
("spore",5.795725329563036)
("rosin",5.794703995388924)
("write",5.794543333978516)
("parve",5.794266740598572)
("trash",5.794040791482601)
("canto",5.791688792865211)
("debar",5.791237248735539)
("menad",5.790996515383345)
("thole",5.789548807895404)
("spire",5.789526349454239)
("drake",5.788033047100046)
("shoat",5.788030662525678)
("snipe",5.787740726248956)
("servo",5.787630481567781)
("stage",5.782100000675682)
("taste",5.781913043007779)
("rivet",5.781859796471833)
("remit",5.779483802807948)
("medal",5.7789300985236425)
("space",5.778252979467201)
("sutra",5.778237524839802)
("serif",5.776799995028687)
("diary",5.776676039819777)
("lathe",5.775958891368708)
("coney",5.774895914924081)
("ideal",5.774841529369084)
("boule",5.774603539330697)
("timer",5.773282641590981)
("navel",5.772225585151294)
("chair",5.771372936548121)
("steam",5.770866224183704)
("crave",5.770746759389978)
("steno",5.770536657400813)
("bairn",5.770327526708364)
("mouse",5.768069638708077)
("filet",5.767541495262905)
("groat",5.767238541625458)
("gleam",5.767074020106199)
("meaty",5.766865432256003)
("peony",5.7664200425243655)
("teach",5.765233034450388)
("arson",5.764508294728049)
("osier",5.763137224788893)
("pride",5.76313339143628)
("lidar",5.762012715421328)
("smote",5.760304618567869)
("brant",5.760178454323805)
("triad",5.758309528683332)
("drain",5.757629049066672)
("mason",5.755761067554608)
("mains",5.754863633887731)
("roman",5.754699050399077)
("ergot",5.75450405445272)
("pieta",5.75367888825587)
("poesy",5.753661694050071)
("loose",5.7531574139651225)
("mosey",5.753065260647367)
("plant",5.752896105919873)
("acorn",5.752660823988769)
("smile",5.752650893690878)
("plead",5.752560118422388)
("sweat",5.752530144816557)
("vireo",5.752303431136757)
("relax",5.751278854205574)
("krone",5.750595965870924)
("saith",5.750378335113839)
("cobra",5.75013675966717)
("glace",5.748902182459745)
("dhole",5.747805181480926)
("seine",5.747527614589537)
("loamy",5.7474929334958285)
("carny",5.747436697855111)
("homer",5.747204906566702)
("parer",5.7469552728149695)
("salty",5.7456538771791115)
("bream",5.744451861623675)
("break",5.744075140108333)
("sprat",5.743762247758906)
("brain",5.743286481004274)
("heist",5.742798702051129)
("steak",5.741837373077106)
("grain",5.7415146209115315)
("melon",5.740118353524828)
("smart",5.7371564874027445)
("agent",5.737081890554004)
("shoal",5.7356682740204095)
("plain",5.733529114809689)
("slaty",5.733421554095989)
("trike",5.73299424353539)
("blame",5.732504914749727)
("daily",5.7317217544757915)
("flier",5.731628013642175)
("decay",5.730621384472049)
("ripen",5.730602895395207)
("opine",5.72980793030439)
("freak",5.729383464416042)
("faint",5.7287437045733345)
("raper",5.72871127751453)
("bagel",5.728323436507501)
("relic",5.728278909697025)
("liney",5.728238733467473)
("thine",5.727956544254371)
("radio",5.7278290659626006)
("cable",5.727565867397888)
("suave",5.726716372785101)
("strep",5.726036079545525)
("laity",5.725689354439069)
("roach",5.724739631167316)
("haver",5.722846899553023)
("snide",5.72216156791234)
("sepoy",5.7205367931429105)
("wager",5.719560129197108)
("smite",5.7191587700774855)
("flame",5.718993552159841)
("panto",5.7184869963319445)
("blent",5.718340963646432)
("inter",5.718046599574039)
("bathe",5.717561900213121)
("slept",5.717413692219669)
("solve",5.7165042220449545)
("feint",5.714606405107178)
("frail",5.713657175527459)
("proem",5.713630840027616)
("shalt",5.712969083187938)
("beady",5.712187606616463)
("comet",5.711456465514875)
("leach",5.710934533569671)
("labor",5.710717549910172)
("cider",5.708320979075552)
("snort",5.708142028219127)
("guile",5.707560864146777)
("copse",5.70745605207247)
("groan",5.707220226962173)
("paper",5.706886406785114)
("horde",5.706828728476248)
("larch",5.7066350407633)
("prime",5.7057631220693)
("bride",5.704911369566803)
("costa",5.701839598110155)
("forge",5.701378628126493)
("argot",5.701241466689492)
("glade",5.700927819490205)
("stray",5.700914581439196)
("Koran",5.697845930485978)
("toast",5.697335816277113)
("stave",5.6951647126391896)
("pulse",5.694956280217788)
("phone",5.694900704127172)
("argue",5.694827918676652)
("snake",5.694425699397744)
("decor",5.694411571971426)
("spade",5.694246903925344)
("scent",5.693600650873658)
("state",5.69287988101173)
("reply",5.692548508045765)
("shard",5.692242327743522)
("surge",5.692104668969138)
("voile",5.691070394017521)
("daisy",5.690671185720339)
("arith",5.690564641089278)
("recto",5.689918204910231)
("super",5.686611715736373)
("oiled",5.686162930865993)
("cease",5.685565342764488)
("board",5.684484421634066)
("party",5.682799641890561)
("chose",5.682645763722888)
("degas",5.682337302049494)
("tansy",5.6822486550233915)
("bloat",5.681978316944615)
("taken",5.681921688697888)
("alike",5.681341651845066)
("voter",5.680854280441543)
("aorta",5.6796561503461405)
("recap",5.676824707495011)
("Maine",5.676490631023601)
("enrol",5.675668529858756)
("house",5.675205364097208)
("death",5.674403370888521)
("fated",5.67407376532751)
("nodal",5.673454262066222)
("braid",5.672650307192597)
("actor",5.671012028972173)
("money",5.670098742556472)
("trend",5.669831333475067)
("swine",5.669739925387546)
("soapy",5.669480794821215)
("hairy",5.669140876395988)
("giant",5.66842854755512)
("trite",5.66781477523881)
("savor",5.6674979237119425)
("clave",5.667483837661658)
("scant",5.6666894738784945)
("fried",5.666394163043869)
("arena",5.666220741844466)
("bluet",5.666016952904858)
("alive",5.665707878541602)
("rowel",5.665076103756514)
("serum",5.664996645252818)
("grave",5.663730787236857)
("krona",5.662980756144887)
("gloat",5.662574379678236)
("toady",5.662102837324295)
("weird",5.6611222642940815)
("probe",5.6608640918218445)
("skier",5.659733731254633)
("racer",5.659224057919229)
("times",5.658509870841515)
("randy",5.658349615317172)
("elate",5.65702640662548)
("aside",5.656120306817379)
("easel",5.654227584730402)
("verso",5.653815930730432)
("swore",5.652009824001738)
("avert",5.651792784410521)
("wrest",5.65137727493415)
("dread",5.650000529335368)
("drear",5.64903920404104)
("lunar",5.648676377709514)
("ravel",5.648394103041575)
("maker",5.648062915152928)
("weald",5.647813423631561)
("plait",5.647784645069412)
("shred",5.647639339730642)
("meson",5.644180330264884)
("corny",5.643802570152364)
("brute",5.643214700890729)
("tapir",5.642387282694469)
("smelt",5.641967957118923)
("broil",5.641789227699823)
("ruble",5.64176704298443)
("mince",5.640003392962838)
("liver",5.639717311045733)
("fecal",5.639475372587321)
("grant",5.639078219326891)
("prune",5.637491062950265)
("rayon",5.636258794009971)
("valor",5.635051192793323)
("acute",5.63496600644392)
("oldie",5.634335745281951)
("boned",5.63415997169651)
("peach",5.633821534962019)
("liger",5.6330076930851805)
("trier",5.632343329166337)
("float",5.632233748904865)
("lodge",5.631179761181685)
("noted",5.629628432203302)
("reify",5.629192720197459)
("Dante",5.629166286351632)
("oaken",5.62777524181893)
("calve",5.627320972034023)
("legit",5.626837663144706)
("carom",5.626417564558942)
("stark",5.625489967183681)
("flair",5.625379386781475)
("cargo",5.6249729644374336)
("payer",5.624928274117795)
("coati",5.624870359178752)
("fable",5.624369910839408)
("foray",5.624144565095135)
("pease",5.623778282877156)
("voice",5.623726041854223)
("broad",5.6236718951643745)
("afire",5.62360211349398)
("lithe",5.623164422140161)
("ousel",5.623123622506765)
("after",5.62177834490433)
("karst",5.620351404986666)
("staid",5.619224091852612)
("acerb",5.618957578939252)
("their",5.618837608816401)
("eaten",5.617202664593687)
("corer",5.616615156604176)
("Morse",5.615453496186345)
("fibre",5.615363727350522)
("astir",5.61241578306863)
("shorn",5.611062877722763)
("depot",5.610758056907607)
("spice",5.608714760572112)
("dated",5.60864824956874)
("scary",5.608537856818714)
("entry",5.6080517553108)
("crash",5.607519913492149)
("angel",5.607179303346723)
("riser",5.604550532013042)
("fiery",5.603690319369904)
("Boise",5.603257715821989)
("Norse",5.603191053274223)
("olive",5.601940560966203)
("covet",5.600866642115958)
("latex",5.600488720709387)
("royal",5.600458258072809)
("leaky",5.600216752941307)
("terse",5.6001901624289525)
("basin",5.599470718681432)
("gonad",5.59788686240837)
("rearm",5.596929735108578)
("blest",5.596415345664304)
("glide",5.593952684376298)
("noisy",5.593516514627273)
("noose",5.593243940147466)
("limey",5.592630385419392)
("tuber",5.5924384745961175)
("ocean",5.592242254891905)
("lover",5.591727222591588)
("afore",5.591699293789199)
("short",5.5910521059544624)
("brash",5.591035617007025)
("gamey",5.589636120569198)
("wreak",5.58899908192994)
("crore",5.588912846290534)
("sinew",5.588654901594546)
("piney",5.588293130669307)
("silty",5.588048257154845)
("faker",5.586974248541553)
("credo",5.586608385012427)
("idler",5.586578278645698)
("haunt",5.586444299072704)
("strap",5.585884639613331)
("chart",5.585847618214865)
("roneo",5.584180921599965)
("shirt",5.582910896870217)
("shake",5.580858906027701)
("utile",5.5799008501877685)
("gruel",5.5797714790784845)
("brave",5.579318036386819)
("cower",5.578251446998482)
("dunce",5.577481491874421)
("crude",5.576324210422358)
("Keats",5.575492379929927)
("dicey",5.573658341725942)
("palsy",5.572114596402771)
("dirge",5.572069934927307)
("atony",5.570430662161548)
("tilde",5.569888682904211)
("baker",5.569519873063459)
("spent",5.569217211314268)
("badge",5.568291260338653)
("marsh",5.567614553857154)
("chela",5.566709448081178)
("nasty",5.566081955870692)
("sport",5.565396043230984)
("angle",5.565358760453432)
("daunt",5.564865338158074)
("sneak",5.564299376920723)
("doily",5.564274000882179)
("moist",5.564132716165817)
("felon",5.563098964167271)
("bidet",5.563025278523552)
("sugar",5.56214762849693)
("sadly",5.5616136127390154)
("glans",5.561306801715807)
("tower",5.559567556711503)
("abuse",5.55909972710817)
("lower",5.559098740348562)
("beach",5.558139170939974)
("aunty",5.557664701756847)
("gable",5.5575387093252155)
("hoary",5.556898476714618)
("ounce",5.55578818093592)
("baton",5.555125509954191)
("anent",5.554760602883006)
("loupe",5.554038076001172)
("poker",5.553987908481766)
("story",5.5529499393758295)
("taint",5.552912613405826)
("bract",5.552687296129847)
("honey",5.552085369849413)
("canst",5.551970947462282)
("spray",5.55155298293105)
("lucre",5.550912318501311)
("passe",5.550797529246036)
("broke",5.549147932753245)
("wheat",5.549046684173791)
("robin",5.5486406546308435)
("waist",5.547928622792039)
("saucy",5.546287420390699)
("owlet",5.545530235749649)
("irony",5.545052453293714)
("spake",5.544592055351875)
("patio",5.54457707994544)
("thorn",5.543396305170563)
("merci",5.543278048524519)
("hoist",5.5432779542322494)
("aloft",5.541803142045286)
("saran",5.5411441570977225)
("tardy",5.541028644658866)
("reset",5.540351678579464)
("Weald",5.539215790412989)
("rifle",5.5383884621165596)
("deism",5.537556222326861)
("media",5.537116505516016)
("rebut",5.536604480601485)
("Paris",5.5363987909829735)
("grope",5.535873039785881)
("carat",5.535304869293956)
("stoke",5.533604028229767)
("cress",5.533293933510312)
("sherd",5.532634023043234)
("rogue",5.532418830655181)
("splat",5.531964305329088)
("trait",5.531935460741235)
("mural",5.531381487388787)
("Wales",5.53063536586107)
("flake",5.529910786641011)
("lifer",5.528847474463938)
("unite",5.528645665732012)
("talus",5.528441908243669)
("sleet",5.528389161751011)
("faced",5.525748616840114)
("lobed",5.52547816258614)
("elite",5.5246349821413006)
("ar\234te",5.524599010607555)
("chile",5.524517701074144)
("bogie",5.523289451160587)
("towel",5.522560319532193)
("court",5.522265891478917)
("tarot",5.521526941281287)
("berth",5.521467215231664)
("ashen",5.520985932479906)
("heady",5.52052229480086)
("blain",5.520084586562733)
("ochre",5.519818813641245)
("tidal",5.51946347653567)
("braze",5.519340588495208)
("noble",5.519316569639085)
("solid",5.5185457495261305)
("Herod",5.51817295032136)
("lemur",5.5172984813190045)
("loess",5.516429177190181)
("cadge",5.51596839981004)
("Aries",5.515456068266728)
("pants",5.51484478754065)
("gaily",5.513397393779444)
("narky",5.513006424790144)
("today",5.511035685121509)
("crept",5.510684446295893)
("storm",5.509918681401149)
("satyr",5.5094072715032905)
("under",5.509130949728188)
("phage",5.508865806528483)
("chaos",5.508820007423716)
("bleak",5.508477488113046)
("rodeo",5.508364514674674)
("grand",5.507289900156177)
("sheaf",5.506788676675844)
("graze",5.505389438366847)
("amuse",5.505164503741412)
("whine",5.504903718722286)
("scaly",5.5042422970126665)
("lives",5.5041341924553)
("eager",5.50346861114374)
("amber",5.503248211772991)
("erupt",5.502226866340865)
("clime",5.501895572717811)
("ridge",5.500738524550701)
("agile",5.500425815349518)
("rhino",5.498866357842563)
("point",5.49884390844888)
("sharp",5.498584360445378)
("blast",5.498569234344699)
("brand",5.498242700511887)
("croak",5.497423483273856)
("ladle",5.496520531306316)
("modal",5.496077868605221)
("ulcer",5.495689573430597)
("dogie",5.4954483114777055)
("recip",5.4946421512245704)
("gavel",5.4940118857554365)
("chant",5.494002689505021)
("carob",5.4938344439890345)
("ultra",5.493103837700307)
("screw",5.49204334262468)
("dopey",5.49167104774389)
("raspy",5.49142853674445)
("tinge",5.491229307118478)
("posit",5.49097130657599)
("clerk",5.4907626953162625)
("ratan",5.490647847027245)
("snout",5.490628008341978)
("basil",5.490372836734474)
("shave",5.490043213042477)
("prove",5.489988734789792)
("lapin",5.488672811925768)
("north",5.487830763214926)
("salvo",5.487763031731641)
("rowan",5.487381354665564)
("waver",5.487178110733118)
("inlay",5.4870271771044035)
("guise",5.484831071776929)
("argon",5.484674700732969)
("grist",5.4844851662755145)
("grief",5.4843123522490655)
("zonal",5.4840022153598555)
("haven",5.482297930538781)
("allot",5.482245839801831)
("orbit",5.482161165712639)
("amend",5.481370310618757)
("whale",5.481337393293788)
("piety",5.4808711753569055)
("craps",5.480706983615875)
("cover",5.480692016691214)
("curst",5.480287707668051)
("inane",5.4798356013275695)
("liana",5.479834900148197)
("stand",5.479090322530657)
("swage",5.477835416633083)
("curia",5.477649685672174)
("pansy",5.476914685692173)
("parch",5.4764006233562705)
("lemon",5.475498282202394)
("spirt",5.474836779051337)
("bacon",5.474494054361813)
("mercy",5.474423837391525)
("gnarl",5.474325319095787)
("paean",5.47407926167023)
("copra",5.473096161513134)
("began",5.473034977284164)
("Aaron",5.472853499177476)
("tango",5.472824140693739)
("tiara",5.472101287736138)
("matte",5.472100248729066)
("lapel",5.471846746963983)
("stalk",5.469783591275723)
("lisle",5.4695000092111385)
("wafer",5.468302534474452)
("guest",5.46781252001612)
("altar",5.467806890480342)
("brief",5.467788535419375)
("foist",5.467704497715162)
("purge",5.466916758427785)
("tonne",5.466896033730123)
("apron",5.466713901894908)
("asset",5.466571035623655)
("adorn",5.466478432751289)
("binge",5.4656163536709474)
("Loire",5.465589924084541)
("Genoa",5.464911096478637)
("steer",5.464390582019303)
("platy",5.4640898154718816)
("chine",5.463757072121263)
("trawl",5.46328167270086)
("pilot",5.462618731390394)
("solfa",5.4625350886557245)
("coven",5.461822426767049)
("plaid",5.460328329345005)
("warty",5.460148516412643)
("micra",5.459641883367555)
("ovate",5.459101941448787)
("letup",5.458175165993352)
("Grant",5.457887760370338)
("alley",5.457679346476875)
("mover",5.457133035469459)
("edict",5.456817470619827)
("knead",5.456635528866644)
("untie",5.455454779191637)
("abide",5.455296789947981)
("baize",5.454922646604697)
("scope",5.454189743918735)
("slang",5.453184165988424)
("waits",5.452130051771755)
("grime",5.451235538438606)
("manic",5.449728049832015)
("cigar",5.4486678614031065)
("amour",5.447998446438741)
("conge",5.447926127287422)
("twice",5.4472974118224515)
("globe",5.447134442573101)
("twain",5.446600888966553)
("swain",5.446252545817447)
("speak",5.444600478754148)
("owner",5.4445320917254385)
("viral",5.443873015189421)
("worst",5.443665463200593)
("inure",5.44225690299055)
("adept",5.442234864489136)
("usage",5.44208899611689)
("legal",5.441656029330786)
("prude",5.441442928633937)
("prosy",5.441085300534175)
("gazer",5.440249382560769)
("crust",5.440143994825123)
("capon",5.439351514237689)
("Vesta",5.439259106995221)
("begot",5.437961808667215)
("borer",5.4378915661311975)
("sonic",5.437211352148545)
("erode",5.436317613284633)
("along",5.43608509805813)
("groin",5.436065982846981)
("ranch",5.435899480859055)
("style",5.435558172270981)
("stove",5.435351245771569)
("whose",5.4351128492533)
("stere",5.43340784938857)
("reuse",5.432816922154008)
("stoma",5.431789686384431)
("bases",5.4317697963104505)
("cloak",5.431586329504906)
("supra",5.431130611514436)
("tress",5.430950161148221)
("drier",5.430321951265073)
("souse",5.430318630909684)
("organ",5.43031408265292)
("deity",5.430057276955711)
("halve",5.430049140469039)
("front",5.42894861593218)
("dowse",5.427585833225596)
("gaunt",5.427513154971683)
("drank",5.426841627838176)
("rebus",5.426161075441004)
("cheap",5.4249962348173275)
("twine",5.424678833371723)
("Hades",5.424370165083225)
("filar",5.42390593819088)
("conga",5.423400227173467)
("demon",5.423324539508389)
("steel",5.4232136547615895)
("scrap",5.422756436771621)
("hinge",5.422276566569909)
("angst",5.4209868624309365)
("strip",5.420617122490007)
("first",5.420075108629341)
("abort",5.419997119363989)
("prier",5.419652860313837)
("ocher",5.419041287867265)
("sarky",5.418920450684254)
("strop",5.418238810025015)
("dried",5.417821073775562)
("crier",5.417369335644029)
("coupe",5.415971701545388)
("split",5.414212427688764)
("axone",5.413109592213037)
("third",5.412781125912306)
("widen",5.412554775578349)
("ample",5.411443793979192)
("ferny",5.411383498720199)
("rangy",5.410525306479317)
("strew",5.4103034502951175)
("famed",5.409669622602042)
("perch",5.409191724735668)
